title,addr_zip,size_sqft,bedrooms,bathrooms,prewar,price
3 Sheridan Sq #7G,10014,425,0.0,1.0,0,449000
33 Greenwich Avenue #2J,10014,750,1.0,1.0,0,795000
2 Horatio Street ,10014,800,1.0,1.0,0,849000
2 Grove Street #4E,10014,550,0.0,1.0,0,585000
100 Bank Street #1A,10014,750,1.0,1.0,0,799000
33 Greenwich Avenue #6D,10014,1200,2.0,2.0,0,1279000
165 Christopher Street #3KL,10014,1100,2.0,2.0,0,1175000
180 W Houston #9F,10014,650,1.0,1.0,0,695000
14 Horatio Street #16F,10014,700,1.0,1.0,0,749000
29 Perry Street #2R,10014,850,2.0,1.0,0,910000
3 Sheridan Square #4M,10014,550,0.5,1.0,0,589000
33 Greenwich Avenue #14E,10014,700,1.0,1.0,0,750000
3 Sheridan Square #10J,10014,600,0.0,1.0,0,645000
167 Perry Street #1F,10014,895,1.0,1.0,0,965000
2 Horatio Street #1R,10014,450,0.0,1.0,0,489000
222 West 14th Street #3N,10011,783,1.0,1.0,0,870000
31 Jane Street #11D,10014,550,0.0,1.0,0,599000
3 Sheridan Square #4N,10014,504,0.0,1.0,0,549000
3 Sheridan Square #6N,10014,500,0.5,1.0,0,545000
33 Greenwich Avenue #5B,10014,775,1.0,1.0,0,845000
350 Bleecker Street #LJ,10014,650,1.0,1.0,0,709000
222 West 14th Street ,10011,1034,2.0,2.0,0,1175000
10 Christopher Street #7B,10014,400,0.0,1.0,0,439000
61 Jane Street #6L,10014,910,1.0,1.0,0,999000
2 Grove Street #1B,10014,400,0.0,1.0,0,439900
164 Bank Street #5B,10014,683,1.0,1.0,0,825000
61 Jane Street #5N,10014,500,0.0,1.0,0,550000
81 Bedford #6F,10014,600,1.0,1.0,0,660000
180 West Houston Street #8C,10014,500,1.0,1.0,0,550000
31 Jane Street #6E,10014,440,0.0,1.0,0,485000
167 Perry Street #2A,10014,859,1.0,1.0,0,949000
222 West 14th Street #4G,10011,454,0.0,1.0,0,499000
14 Horatio Street #1A,10014,450,1.0,1.0,0,499000
374 W 11th Street #2,10014,1758,2.0,2.0,0,1950000
61 Jane Street #4K,10014,775,1.0,1.0,0,865000
63 Downing Street #8D,10014,700,1.0,1.0,0,949000
166 Perry Street #1C,10014,2462,1.0,1.0,0,2750000
63 Downing Street ,10014,700,1.0,1.0,0,950000
2 Horatio Street #15M,10014,850,1.0,1.0,0,950000
100 Bank Street #1E,10014,750,1.0,1.0,0,839000
2 Horatio Street #5P,10014,800,1.0,1.0,0,895000
100 Bank Street #1E,10014,750,1.0,1.0,0,839700
61 Jane Street #19G,10014,825,1.0,1.0,0,925000
180 West Houston Street #2G,10014,650,1.0,1.0,0,730000
296 West 10th Street #5N,10014,1310,3.0,2.0,0,1480000
165 Christopher Street #LAA,10014,750,1.0,1.0,0,849000
164 Bank Street #3A,10014,683,1.0,1.0,0,850000
14 Horatio Street #18C,10014,590,1.0,1.0,0,669000
31 Jane Street #2A,10014,485,0.0,1.0,0,550000
167 Perry Street #1A,10014,859,1.0,1.0,0,975000
81 Bedford Street #2E,10014,700,1.0,1.0,0,795000
165 Christopher Street #3KL,10014,1100,2.0,2.0,0,1250000
14 Horatio Street ,10014,1100,2.0,2.0,0,1250000
14 Horatio Street #10E,10014,500,0.0,1.0,0,569000
166 Perry Street #1B,10014,2526,2.0,2.0,0,2900000
81 Bedford Street #4A,10014,650,1.0,1.0,0,749000
254 West 10th Street #1A,10014,650,0.0,1.0,0,750000
61 Jane Street #8F,10014,750,1.0,1.0,0,869000
1 Morton Sq #11DW,10014,1985,3.0,3.0,0,2300000
359 West 11th Street #5B,10014,1269,2.0,2.0,0,1475000
296 West 10th Street #1E,10014,1541,2.0,2.0,0,1795000
61 Jane Street #10P,10014,600,1.0,1.0,0,699000
350 Bleecker Street #6N,10014,600,1.0,1.0,0,699000
165 Christopher Street #5G,10014,450,0.0,1.0,0,525000
31 Jane Street #14C,10014,475,0.0,1.0,0,555000
167 Perry Street #6S,10014,680,1.0,1.0,0,799000
350 Bleecker Street ,10014,1400,2.0,2.0,0,1645000
61 Jane Street ,10014,765,1.0,1.0,0,899000
61 Jane Street #17G,10014,850,1.0,1.0,0,999000
397 West 12th Street #3,10014,6166,0.0,0.0,0,7250000
81 Bedford Street #2D,10014,675,1.0,1.0,0,795000
350 Bleecker Street #1M,10014,700,1.0,1.0,0,825000
366 West 11th Street #1C,10014,1314,1.0,2.0,0,1549000
815 Greenwich Street #4C,10014,500,1.0,1.0,0,590000
15 Charles Street #8D,10014,785,1.0,1.0,0,899000
165 Christopher Street #2E,10014,800,1.0,1.0,0,949000
2 Horatio Street #6B,10014,588,0.0,1.0,0,699000
61 Jane Street #8S,10014,500,0.0,1.0,0,595000
61 Jane Street #6D,10014,1300,2.0,2.0,0,1550000
180 West Houston Street #11F,10014,650,1.0,1.0,0,775000
1 Morton Square #7AW,10014,1187,2.0,2.0,0,1495000
14 Horatio Street #7J,10014,500,0.0,1.0,0,599000
61 Jane Street #4F,10014,750,1.0,1.0,0,899000
61 Jane Street #16K,10014,800,1.0,1.0,0,959000
165 Christopher Street #6C,10014,700,1.0,1.0,0,845000
31 Jane Street #3H,10014,1200,2.0,2.0,0,1450000
15 Charles Street #12F,10014,701,1.0,1.0,0,849000
350 Bleecker Street #4G,10014,950,2.0,1.0,0,1149000
222 West 14th Street ,10011,936,2.0,2.0,0,1150000
222 West 14th Street #5N,10011,783,1.0,1.0,0,949000
140 Charles Street #4C,10014,783,1.0,1.0,0,949000
2 1/2 Grove Street ,10014,2928,3.0,3.0,0,3550000
61 Jane Street #7A,10014,700,1.0,1.0,0,849000
3 Sheridan Sq #7A,10014,445,0.0,1.0,0,540000
3 Sheridan Square #10C,10014,900,2.0,1.0,0,1095000
167 Perry Street #1R,10014,900,1.0,1.0,0,1100000
15 Charles Street #8B,10014,816,1.0,1.0,0,999000
You Can See Forever-condo ,10011,432,,1.0,0,529000
15 Charles Street #5D,10014,785,1.0,1.0,0,975000
366 West 11th Street #6AB,10014,1043,2.0,2.0,0,1350000
88 Jane Street #3W,10014,855,1.0,1.0,0,1050000
63 Downing Street #2C,10014,1112,2.0,2.0,0,1395000
81 Bedford Street #4A,10014,650,1.0,1.0,0,799000
15 Charles Street #2E,10014,670,1.0,1.0,0,825000
61 Jane Street #12L,10014,930,1.0,1.0,0,1145000
81 Bedford Street #4C,10014,600,1.0,1.0,0,739000
61 Jane Street #9R,10014,625,0.0,1.0,0,775000
61 Jane Street #7G,10014,750,1.0,1.0,0,930000
164 Bank Street #7B,10014,683,1.0,1.0,0,930000
222 West 14th Street #3N,10011,783,1.0,1.0,0,975000
222 West 14th Street #6F,10011,430,0.0,1.0,0,535000
15 Charles Street #2G,10014,461,0.0,1.0,0,575000
1 Morton Sq #10EW,10014,1160,2.0,2.0,0,1495000
3 Sheridan Square #5H,10014,1200,2.0,2.0,0,1495000
1 Morton Square #6CE,10014,1581,2.0,2.0,0,1995000
2 Horatio Street #15AC,10014,1600,2.0,2.0,0,1995000
366 West 11th Street #1E,10014,1197,1.0,2.0,0,1495000
63 Downing Street #8B,10014,1000,2.0,2.0,0,1500000
140 Charles Street #11A,10014,1115,0.0,2.0,0,1395000
1 Morton Square #2EW,10014,1476,2.0,2.0,0,1850000
61 Jane Street #8K,10014,765,1.0,1.0,0,959000
1 Morton Sq #6BEAST,10014,1663,2.0,2.0,0,2095000
534 Hudson Street #5B,10014,1990,3.0,3.0,0,2500000
222 West 14th Street #11E,10011,1034,2.0,2.0,0,1350000
1 Morton Square #8AE,10014,813,1.0,1.0,0,1075000
33 Greenwich Avenue #12B,10014,750,1.0,1.0,0,950000
222 W 14th Street #2A,10011,625,0.0,1.0,0,795000
167 Perry Street #4S,10014,680,1.0,1.0,0,865000
222 West 14th Street #12G,10011,368,0.0,1.0,0,469000
61 Jane Street #2D,10014,1250,2.0,2.0,0,1595000
167 Perry Street #4LM,10014,1250,2.0,2.0,0,1595000
61 Jane Street #14L,10014,900,1.0,1.0,0,1150000
61 Jane Street #4C,10014,900,1.0,1.0,0,1150000
325 West 13th Street #3RDFLOOR,10014,1560,2.0,2.0,0,1995000
100 Bank Street #1H,10014,1000,2.0,1.0,0,1285000
167 Perry Street #5S,10014,680,1.0,1.0,0,875000
350 Bleecker Street #4L,10014,600,1.0,1.0,0,772500
10 Christopher Street #6CD,10014,1100,2.0,2.0,0,1420000
2 Horatio Street #1M,10014,850,1.0,1.0,0,1100000
296 West 10th Street #2S,10014,940,2.0,2.0,0,1295000
1 Morton Square #2DE,10014,1535,2.0,2.0,0,1995000
100 Bank Street #2F/3F,10014,1000,1.0,2.0,0,1300000
180 West Houston Street #8HJ,10014,1250,2.0,2.0,0,1625000
33 Greenwich Avenue #15C,10014,510,1.0,1.0,0,665000
167 Perry Street #6H,10014,672,1.0,1.0,0,885000
815 Greenwich Street #4C,10014,500,1.0,1.0,0,659000
61 Jane Street #9R,10014,625,0.0,1.0,0,825000
15 Charles Street #14E,10014,681,1.0,1.0,0,899000
81 Bedford Street #2B,10014,650,1.0,1.0,0,859000
61 Jane Street #3H,10014,600,0.0,1.0,0,795000
1 Morton Sq #3B,10014,1345,2.0,2.0,0,1775000
1 Morton Square #3EW,10014,1476,2.0,2.0,0,1995000
350 Bleecker Street #1F,10014,375,0.0,1.0,0,499000
61 Jane Street ,10014,600,1.0,1.0,0,799000
397 West 12th Street #4,10014,6166,0.0,0.0,0,8250000
140 Charles Street #9A,10014,1115,2.0,2.0,0,1495000
1 Morton Sq #2EW,10014,1600,2.0,2.0,0,2150000
222 West 14th Street #12F,10011,712,1.0,1.0,0,1075000
173 Perry Street,10007,1859,2.0,2.0,0,2500000
173 Perry Street #2N,10011,1895,2.0,2.0,0,2500000
61 Jane Street #9D,10014,1300,2.0,2.0,0,1750000
3 Sheridan Square #2E,10014,1000,2.0,1.0,0,1350000
1 Morton Square #4CW,10014,1543,2.0,2.0,0,2095000
99 Jane Street #5G,10014,1336,2.0,2.0,0,1850000
1 Morton Square #8CE,10014,1410,2.0,2.0,0,2375000
534 Hudson Street #4E,10014,1870,3.0,2.0,0,2550000
350 Bleecker Street #3E,10014,1650,3.0,3.0,0,2250000
63 Downing Street #3B,10014,1134,2.0,2.0,0,1550000
140 Charles Street #7A,10014,1115,1.0,2.0,0,1525000
99 Jane Street #1D,10014,2021,4.0,3.0,0,2795000
167 Perry Street #1E,10014,765,1.0,1.0,0,1049000
167 Perry Street #1E,10014,765,1.0,1.0,0,1050000
359 West 11th Street #6BC,10014,1600,2.0,2.0,0,2199000
61 Jane Street #5J,10014,1200,2.0,2.0,0,1650000
15 Charles Street #5F,10014,701,1.0,1.0,0,975000
99 Jane Street #2A,10014,1157,2.0,2.0,0,1699000
2 Horatio Street #17R,10014,930,1.0,1.0,0,1289000
99 Jane Street #5J,10014,1182,2.0,2.0,0,1675000
88 Jane Street #5E,10014,1200,2.0,2.0,0,1595000
15 Charles Street #9D,10014,785,1.0,1.0,0,1095000
222 West 14th Street #7B,10011,827,1.0,1.0,0,1395000
2 Grove Street #2EF,10014,1100,2.0,2.0,0,1535000
350 Bleecker Street #5H,10014,350,0.0,1.0,0,489000
81 Bedford Street #6B,10014,500,1.0,1.0,0,699000
99 Jane Street #5L,10014,1163,2.0,2.0,0,1695000
15 Charles Street #3F,10014,701,1.0,1.0,0,985000
15 Charles Street #11C,10014,819,1.0,1.0,0,1195000
99 Jane Street #5JK,10014,2781,4.0,4.0,0,3925000
99 Jane Street #3B,10014,1152,2.0,2.0,0,1695000
88 Jane Street #2ER,10014,1334,2.0,2.0,0,2299000
2 Horatio Street #11S,10014,950,1.0,1.0,0,1350000
63 Downing Street #3D,10014,796,1.0,1.0,0,1150000
1 Morton Square #2CW,10014,1543,2.0,2.0,0,2195000
99 Jane Street #6K,10014,1548,2.0,2.0,0,2250000
222 West 14th Street #11D,10011,432,0.0,1.0,0,619000
99 Jane Street #3E,10014,1273,2.0,2.0,0,1895000
254 West 10th Street ,10014,900,2.0,2.0,0,1295000
222 West 14th Street #8E,10011,1074,2.0,2.0,0,1550000
350 Bleecker Street ,10014,1300,3.0,2.0,0,1882000
166 Perry Street #1A,10014,2588,3.0,3.0,0,3750000
166 Perry Street #1A,10014,2588,3.0,3.0,0,3750000
88 Jane Street #4E,10014,1308,2.0,2.0,0,1595000
15 Charles Street #3D,10014,785,1.0,1.0,0,1140000
14 Horatio Street #14H,10014,1100,2.0,2.0,0,1600000
81 Bedford Street #4A,10014,650,1.0,1.0,0,949000
140 Charles Street #9C,10014,783,1.0,1.0,0,1150000
140 Charles Street #7C,10014,783,1.0,1.0,0,1145000
140 Charles Street #12A,10014,655,1.0,1.0,0,1025000
1 Morton Square #14EW,10014,1160,2.0,2.0,0,1700000
1 Morton Square #11AW,10014,1693,3.0,3.0,0,2495000
1 Morton Sq #4CE,10014,1581,2.0,2.0,0,2349000
1 Morton Square #6CE,10014,1581,2.0,2.0,0,2350000
1 Morton Square #PHAEAST,10014,5725,5.0,4.0,0,8450000
1 Morton Square #PHAE,10014,5725,5.0,4.0,0,8450000
99 Jane Street #6L,10014,1163,2.0,2.0,0,1795000
99 Jane Street #2F,10014,1299,2.0,2.0,0,1995000
10 Bedford ,10014,1950,3.0,3.0,0,2895000
222 West 14th Street #11B,10011,707,1.0,1.0,0,1050000
99 Jane Street #4L,10014,1163,2.0,2.0,0,1799000
296 West 10th Street #7N,10014,1310,3.0,2.0,0,1950000
222 West 14th Street #11D,10011,432,,1.0,0,649000
366 West 11th Street #2A,10014,462,1.0,1.0,0,695000
222 West 14th Street #6L,10011,419,0.0,1.0,0,599000
296 West 10th Street #9N,10014,1310,3.0,2.0,0,1975000
1 Morton Square #5DW,10014,1736,2.0,2.0,0,2650000
1 Morton Square #10BE,10014,1734,3.0,3.0,0,2750000
15 Charles Street #9AH,10014,1800,3.0,3.0,0,2750000
167 Perry Street #1R,10014,900,1.0,1.0,0,1375000
15 Charles Street #9E,10014,670,1.0,1.0,0,1025000
15 Charles Street #17C,10014,811,1.0,1.0,0,1250000
166 Perry Street #1A,10014,2588,3.0,3.0,0,3995000
140 Charles Street #2ET,10014,696,2.0,2.0,0,2150000
1 Morton Square #L4BE,10014,2185,3.0,3.0,0,3395000
61 Jane Street #12E,10014,750,1.0,1.0,0,1165000
366 West 11th Street #4G,10014,465,1.0,1.0,0,725000
1 Morton Square #11DE,10014,1733,2.0,3.0,0,2695000
14 Horatio Street #16F,10014,700,1.0,1.0,0,1095000
99 Jane Street #3J,10014,1182,2.0,2.0,0,1895000
1 Morton Square #9BE,10014,1734,3.0,3.0,0,2750000
1 Morton Square #6BE,10014,1663,2.0,2.0,0,2625000
744 Greenwich Street ,10014,2301,3.0,3.0,0,3625000
140 Charles Street #11D,10014,713,1.0,1.0,0,1125000
88 Jane Street #4R,10014,484,2.0,2.0,0,1895000
1 Morton Square #5AW,10014,1187,2.0,2.0,0,1895000
63 Downing Street #2B,10014,1134,2.0,2.0,0,1899000
296 West 10th Street #9N,10014,1310,3.0,2.0,0,2075000
99 Jane Street #5E,10014,1273,2.0,2.0,0,2095000
99 Jane Street #6A,10014,1157,2.0,2.0,0,1950000
61 Jane Street #8F,10014,750,1.0,1.0,0,1195000
61 Jane Street #8L,10014,937,1.0,1.0,0,1495000
366 West 11th Street #4G,10014,465,1.0,1.0,0,750000
99 Jane Street #3F,10014,1299,2.0,2.0,0,2149000
350 Bleeker Street ,10014,1250,3.0,2.0,0,2000000
1 Morton Square #5AW,10014,1187,2.0,2.0,0,1925000
173 Perry Street #2N,10014,1859,2.0,2.0,0,2999999
1 Morton Square #L5BW,10014,1939,2.0,2.0,0,3150000
15 Charles Street #15B,10014,600,0.0,1.0,0,975000
222 West 14th Street #13B,10011,707,1.0,1.0,0,1150000
166 Perry Street #2B,10014,1480,2.0,2.0,0,2425000
222 West 14th Street #4C,10011,532,0.0,1.0,0,875000
1 Morton Square #7CE,10014,1581,2.0,2.0,0,2600000
1 Morton Square #3FW,10014,2343,3.0,3.0,0,3950000
99 Jane Street #6G,10014,1336,2.0,2.0,0,2250000
366 West 11th Street #5EFG,10014,1678,3.0,3.0,0,2850000
99 Jane Street #4F,10014,1350,2.0,2.0,0,2250000
167 Perry Street #6D,10014,750,1.0,1.0,0,1250000
173 Perry Street #2N,10014,1859,2.0,2.0,0,3099000
222 West 14th Street #6L,10011,419,0.0,1.0,0,700000
1 Morton Square #14CW,10014,1592,2.0,2.0,0,2675000
1 Morton Sq #9AE,10014,813,1.0,1.0,0,1425000
1 Morton Square #10AE,10014,813,1.0,1.0,0,1400000
366 West 11th Street #9ABC,10014,1646,3.0,2.0,0,2895000
689 Washington Street ,10014,8994,4.0,3.0,0,4400000
31 Jane Street #PH18F,10014,625,1.0,1.0,0,1060000
1 Morton Square #12AW,10014,1693,3.0,3.0,0,2890000
164 Bank Street #10A,10014,683,1.0,1.0,0,1200000
176 Perry Street ,10014,3785,2.0,2.0,0,6350000
366 West 11th Street #8A,10014,462,1.0,1.0,0,795000
173 Perry Street #2N,10014,1859,2.0,2.0,0,3199000
222 West 14th Street #9D,10011,432,0.0,1.0,0,735000
61 Jane Street #15L,10014,900,1.0,1.0,0,1550000
14 Horatio Street #10AB,10014,1100,2.0,2.0,0,1895000
400 West 12th Street #4A,10014,1246,1.0,2.0,0,2150000
1 Morton Square 2D-WEST,10014,1736,2.0,2.0,0,2999999
1 Morton Square ,10014,1700,2.0,3.0,0,2950000
1 Morton Square #PHAE,10014,5725,5.0,4.0,0,9995000
1 Morton Sq #PHAE,10014,5725,5.0,4.0,0,9995000
22 Perry Street,10014,400,0.0,1.0,0,799000
15 Charles Street #17B,10014,463,0.0,1.0,0,875000
61 Jane Street #2L,10014,1000,1.0,1.0,0,1750000
176 Perry Street ,10014,3785,0.0,0.0,0,6500000
359 West 11th Street #6B,10014,1699,2.0,2.0,0,2995000
374 West 11th Street #2,10014,1758,2.0,2.0,0,3100000
222 West 14th Street #10E,10011,1074,2.0,2.0,0,1895000
366 West 11th Street #9D,10014,731,1.0,1.0,0,1295000
534 Hudson Street #4C,10014,1295,2.0,2.0,0,2300000
1 Morton Square #10EW,10014,1160,2.0,2.0,0,2125000
88 Jane Street #4E,10014,604,2.0,2.0,0,1950000
222 West 14th Street #8F,10011,712,1.0,1.0,0,1325000
99 Jane Street #1F,10014,1233,2.0,2.0,0,2200000
1 Morton Square #4AW,10014,1187,2.0,2.0,0,2150000
1 Morton Square 3CD-EAST,10014,6232,3.0,3.0,0,5750000
122 Greenwich Avenue #2A,10011,1263,1.0,2.0,0,2275000
140 Charles Street #5D,10014,713,1.0,1.0,0,1295000
166 Perry Street #4A,10014,1126,1.0,1.0,0,2050000
15 Charles Street #8D,10014,785,1.0,1.0,0,1435000
166 Perry Street #2C,10014,1555,2.0,2.0,0,2850000
166 Perry Street #2C,10014,1555,2.0,2.0,0,2850000
254 West 10th Street #3B,10014,900,2.0,2.0,0,1745000
3 Sheridan Sq #15D,10014,1357,2.0,2.0,0,2495000
3 Sheridan Square #16A,10014,1700,2.0,2.0,0,3150000
400 West 12th Street #14A,10014,2284,3.0,3.0,0,4275000
296 West 10th Street #8FLR,10014,2250,4.0,3.0,0,4500000
541 Hudson Street ,10014,3116,4.0,3.0,0,6750000
1 Morton Sq #14A,10014,1693,3.0,3.0,0,3195000
140 Charles Street #7A,10014,1115,2.0,2.0,0,2100000
366 West 11th Street #11A/10B,10014,1479,2.0,2.0,0,2795000
534 Hudson Street #3D,10014,1355,2.0,2.0,0,2595000
150 Charles Street #2CS,10014,2293,2.0,2.0,0,4350000
15 Charles Street #12B,10014,816,1.0,1.0,0,1549000
1 Morton Square #3EW,10014,1476,2.0,2.0,0,2850000
400 West 12th Street #3B,10014,943,0.0,1.0,0,1800000
88 Jane Street #5E,10014,681,2.0,2.0,0,2200000
534 Hudson Street #5D,10014,1355,2.0,2.0,0,2595000
122 Greenwich Avenue #4A,10011,1289,1.0,2.0,0,2480000
166 Perry Street #4B,10014,1494,2.0,2.0,0,2875000
20 Jones Street ,10014,2055,3.0,3.0,0,6595000
99 Jane Street #3C,10014,1642,3.0,2.0,0,3250000
1 Morton Sq #3FW,10014,2343,3.0,3.0,0,4680000
1 Leroy Street #2/3C,10014,2101,3.0,2.0,0,4100000
166 Perry Street #3A,10014,1126,1.0,1.0,0,2200000
122 Greenwich Avenue #3C,10014,1146,1.0,2.0,0,2240000
296 West 10th Street #9N,10014,1310,3.0,2.0,0,2575000
122 Greenwich Avenue #7,10011,1391,2.0,2.0,0,2740000
122 Greenwich Avenue #5F,10011,446,0.0,1.0,0,880000
254 West 10th Street #3A,10014,900,2.0,2.0,0,1875000
122 Greenwich Avenue #5A,10014,1279,1.0,2.0,0,2535000
99 Jane Street ,10014,1948,3.0,3.0,0,3950000
374 West 11th Street #5,10014,1760,2.0,2.0,0,3500000
534 Hudson Street #3C,10014,1295,2.0,2.0,0,2595000
1 Morton Sq #PHAW,10014,1700,3.0,3.0,0,3395000
122 Greenwich Avenue #4B,10014,1397,2.0,2.0,0,2800000
166 Perry Street #4B,10014,1494,2.0,2.0,0,3000000
122 Greenwich Avenue #5E,10014,1441,2.0,2.0,0,2910000
122 Greenwich Avenue #4C,10014,1118,1.0,2.0,0,2265000
15 Charles Street #16BC,10014,1330,2.0,2.0,0,2695000
166 Perry Street #3D,10014,1875,2.0,2.0,0,3800000
1 Morton Square #TH4,10014,3656,4.0,4.0,0,7500000
122 Greenwich Avenue #2B,10014,1426,2.0,2.0,0,2895000
400 West 12th Street #3C,10014,689,0.0,1.0,0,1400000
122 Greenwich Avenue #6A,10011,1279,1.0,2.0,0,2600000
400 West 12th Street #3K,10014,1844,2.0,3.0,0,3750000
122 Greenwich Avenue #2D,10014,1480,2.0,2.0,0,3010000
95 Charles Street #1,10014,4160,3.0,2.0,0,8500000
1 Morton Square #7DW,10014,1736,2.0,2.0,0,3595000
15 Charles Street #17E,10014,728,1.0,1.0,0,1500000
15 Charles Street #17E,10014,729,1.0,1.0,0,1500000
140 Charles Street #6A,10014,1115,1.0,2.0,0,2295000
99 Jane Street #9C,10014,1872,3.0,2.0,0,3950000
99 Jane Street #5C,10014,1672,3.0,2.0,0,3450000
31 Jane Street #16BC,10014,1450,2.0,2.0,0,2995000
164 Bank Street #8B,10014,683,1.0,1.0,0,1420000
166 Perry Street #4D,10014,1875,2.0,2.0,0,3900000
122 Greenwich Avenue #5C,10014,1149,1.0,2.0,0,2390000
164 Bank Street #7B,10014,683,1.0,1.0,0,1570000
150 Charles Street #3HS,10014,2722,3.0,3.0,0,5700000
176 Perry Street #4FL,10014,3785,2.0,2.0,0,7750000
150 Charles Street #M9,10014,4040,3.0,3.0,0,8500000
400 West 12th Street #3C,10014,689,0.0,1.0,0,1450000
15 Charles Street #18A,10014,712,1.0,1.0,0,1499000
687 Greenwich Street ,10014,2844,4.0,3.0,0,5995000
687 Greenwich Street HOUSE-4,10014,2844,4.0,3.0,0,5995000
176 Perry Street #6FL,10014,3785,3.0,2.0,0,7995000
400 West 12th Street #4B,10014,943,0.0,1.0,0,1995000
150 Charles Street #2AS,10014,2115,2.0,2.0,0,4500000
15 Charles Street #10F,10014,701,1.0,1.0,0,1500000
1 Morton Square #PHL6AE,10014,2000,2.0,2.0,0,4295000
350 Bleecker Street #6CDEFG,10014,3000,3.0,3.0,0,6499000
400 West 12th Street #4K,10014,1844,2.0,3.0,0,4000000
122 Greenwich Avenue #3D,10014,1528,2.0,2.0,0,3315000
150 Charles Street #2AN,10014,2002,2.0,2.0,0,4350000
400 West 12th Street #3FG,10014,1608,1.0,2.0,0,3495000
1 Morton Square #12DE,10014,1733,3.0,3.0,0,3750000
122 Greenwich Avenue #5D,10014,1525,2.0,2.0,0,3320000
122 Greenwich Avenue #4D,10014,1534,2.0,2.0,0,3385000
150 Charles Street #M8,10014,3959,3.0,4.0,0,8750000
99 Jane Street #6L,10014,1163,2.0,2.0,0,2700000
166 Perry Street #6C,10014,1521,2.0,2.0,0,3400000
122 Greenwich Avenue #PHE,10014,2234,2.0,3.0,0,4995000
99 Jane Street #10A,10014,1894,3.0,3.0,0,4300000
166 Perry Street #4B,10014,1494,2.0,2.0,0,3350000
1 Morton Square #10BW,10014,2446,3.0,3.0,0,5495000
1 Morton Sq #L6AE,10014,1972,2.0,2.0,0,4495000
122 Greenwich Avenue #PHC,10011,2113,2.0,3.0,0,4750000
99 Jane Street #2C,10014,1642,3.0,2.0,0,3775000
122 Greenwich Avenue #5E,10011,1441,2.0,2.0,0,3275000
534 Hudson Street #6CD,10014,3000,4.0,3.0,0,6895000
140 Charles Street #9C,10014,783,1.0,1.0,0,1800000
166 Perry Street #4C,10014,1521,2.0,2.0,0,3500000
88 Jane Street #5E,10014,1200,2.0,2.0,0,2650000
166 Perry Street #2C,10014,1555,2.0,2.0,0,3595000
1 Morton Square 2G-WEST,10014,1295,2.0,2.0,0,2995000
366 West 11th Street #3C,10014,603,1.0,1.0,0,1395000
1 Morton Square #11BE,10014,1734,3.0,3.0,0,4000000
99 Jane Street #9C,10014,1872,3.0,2.0,0,4495000
534 Hudson Street #5B,10014,1990,3.0,2.0,0,4700000
400 West 12th Street #6D,10014,1320,2.0,2.0,0,3125000
122 Greenwich Avenue #19,10011,1263,1.0,2.0,0,2995000
63 Downing Street #PHB,10014,2100,2.0,3.0,0,4995000
150 Charles Street #3HN,10014,2636,3.0,3.0,0,6300000
2 Horatio Street #PHA,10014,935,1.0,1.0,0,2250000
122 Greenwich Avenue #15,10011,1118,1.0,2.0,0,2700000
23 Downing Street ,10014,3700,4.0,5.0,0,8995000
140 Charles Street #18D,10014,713,1.0,1.0,0,1750000
1 Morton Square #8DEAST,10014,1724,3.0,3.0,0,4290000
1 Morton Sq #8DE,10014,1733,3.0,3.0,0,4295000
400 West 12th Street #3F,10014,1608,1.0,2.0,0,4100000
534 Hudson Street #5D,10014,1355,2.0,2.0,0,3400000
1 Morton Sq #8CW,10014,1592,2.0,2.0,0,4395000
2 Horatio Street #PHCD,10014,2950,3.0,3.0,0,7495000
1 Leroy Street #2B,10014,1966,3.0,3.0,0,4995000
400 West 12th Street #4CD,10014,2631,3.0,4.0,0,6700000
400 West 12th Street #7A,10014,1441,2.0,2.0,0,3675000
400 West 12th Street #3D,10014,1941,3.0,3.0,0,5000000
122 Greenwich Avenue #PHC,10011,2113,2.0,3.0,0,5500000
400 West 12th Street #5A,10014,1440,2.0,2.0,0,3750000
400 West 12th Street #3H,10014,1117,1.0,2.0,0,2950000
58 Bethune Street ,10014,4500,,0.0,0,11950000
58 Bethune Street ,10014,4500,5.0,4.0,0,11950000
400 West 12th Street #TH7,10014,4500,0.0,0.0,0,11950000
400 West 12th Street #3J,10014,1929,3.0,3.0,0,5125000
66 Bethune Street ,10014,4874,7.0,6.0,0,12950000
296 West 10th Street #12THFL,10014,1500,3.0,2.0,0,3995000
60 Bethune Street ,10014,4343,5.0,4.0,0,11600000
400 West 12th Street #4A,10014,1246,2.0,2.0,0,3350000
400 West 12th Street #4GH,10014,1931,2.0,3.0,0,5200000
122 Greenwich Avenue #6B,10014,1392,2.0,2.0,0,3750000
150 Charles Street #M4,10014,3245,5.0,6.0,0,8750000
122 Greenwich Avenue,10014,2737,3.0,4.0,0,7400000
22-24 Downing Street ,10014,12127,6.0,5.0,0,33000000
150 Charles Street #M10,10014,5612,4.0,4.0,0,15500000
400 West 12th Street #3A,10014,1264,2.0,2.0,0,3495000
173 Perry Street #9N,10007,1853,2.0,2.0,0,5000000
150 Charles Street #4AN,10014,2331,3.0,3.0,0,6450000
150 Charles Street #3CN,10014,1405,2.0,2.0,0,3950000
122 Greenwich Avenue #PHD,10011,2064,2.0,3.0,0,5825000
400 West 12th Street #10A,10014,1441,2.0,2.0,0,4075000
